"","age","c_charge_degree","race","age_cat","v_score_text","sex","priors_count","days_b_screening_arrest","v_decile_score","is_recid","two_year_recid"
"1219",52,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1220",26,"F","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"1221",26,"M","Other","25 - 45","Low","Male",0,-1,2,0,0
"1222",29,"F","African-American","25 - 45","High","Male",4,-1,9,1,0
"1223",26,"F","Caucasian","25 - 45","Medium","Male",2,-1,6,0,0
"1224",46,"F","African-American","Greater than 45","Low","Female",4,-1,3,0,0
"1225",46,"F","African-American","Greater than 45","Low","Female",0,-1,1,0,0
"1226",29,"F","African-American","25 - 45","Medium","Male",12,-1,7,1,1
"1227",41,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0
"1228",25,"F","African-American","25 - 45","Low","Female",5,-1,3,0,0
"1229",23,"F","African-American","Less than 25","Medium","Male",2,-1,5,0,0
"1230",30,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"1231",34,"F","Caucasian","25 - 45","Low","Male",1,-1,4,0,0
"1232",52,"F","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0
"1233",51,"M","African-American","Greater than 45","Low","Male",4,-26,2,1,0
"1234",49,"F","Caucasian","Greater than 45","Low","Female",1,-1,1,0,0
"1235",47,"F","Caucasian","Greater than 45","Low","Female",0,0,1,0,0
"1236",27,"M","African-American","25 - 45","Low","Male",0,0,3,0,0
"1237",21,"F","African-American","Less than 25","Medium","Male",0,-2,6,0,0
"1238",30,"F","Caucasian","25 - 45","Low","Male",3,-1,4,1,1
"1239",70,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1240",38,"F","African-American","25 - 45","Medium","Male",15,0,5,0,0
"1241",29,"F","African-American","25 - 45","Low","Male",0,0,2,0,0
"1242",38,"F","Hispanic","25 - 45","Low","Male",3,-21,1,0,0
"1243",27,"F","Caucasian","25 - 45","Low","Female",0,-4,2,0,0
"1244",44,"M","Hispanic","25 - 45","Low","Male",0,0,1,0,0
"1245",31,"M","Caucasian","25 - 45","Medium","Male",6,-1,5,0,0
"1246",30,"M","African-American","25 - 45","Low","Female",0,-1,2,0,0
"1247",40,"F","African-American","25 - 45","Low","Male",3,-1,1,0,0
"1248",33,"M","Caucasian","25 - 45","Low","Male",1,0,2,0,0
"1249",31,"M","Hispanic","25 - 45","Medium","Male",1,0,5,0,0
"1250",61,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"1251",30,"F","Caucasian","25 - 45","Low","Male",2,-1,3,0,0
"1252",62,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1253",48,"F","Caucasian","Greater than 45","Low","Male",9,-1,1,0,0
"1254",40,"F","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"1255",24,"F","Caucasian","Less than 25","Medium","Male",0,-1,5,0,0
"1256",63,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1257",33,"F","African-American","25 - 45","High","Male",4,-1,9,0,0
"1258",51,"F","African-American","Greater than 45","Low","Male",1,-17,1,0,0
"1259",39,"F","Caucasian","25 - 45","Low","Male",3,-1,1,1,1
"1260",22,"M","African-American","Less than 25","Medium","Male",0,-2,5,0,0
"1261",59,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1262",38,"M","African-American","25 - 45","Low","Male",37,-1,2,1,1
"1263",23,"F","African-American","Less than 25","Medium","Male",2,0,5,0,0
"1264",38,"F","African-American","25 - 45","Low","Male",2,0,3,1,1
"1265",34,"F","Caucasian","25 - 45","Low","Female",2,-1,2,0,0
"1266",31,"F","African-American","25 - 45","Low","Male",1,-14,2,0,0
"1267",43,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0
"1268",40,"F","African-American","25 - 45","Low","Male",1,-1,1,0,0
"1269",22,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0
"1270",40,"F","Other","25 - 45","Low","Female",0,-1,1,0,0
"1271",45,"F","African-American","Greater than 45","Low","Female",1,-1,2,0,0
"1272",21,"F","Caucasian","Less than 25","High","Male",1,-1,9,0,0
"1273",35,"F","Caucasian","25 - 45","Low","Male",6,-10,4,1,1
"1274",52,"M","African-American","Greater than 45","Low","Male",1,1,1,1,1
"1275",48,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1276",48,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1277",47,"M","African-American","Greater than 45","Low","Male",0,-1,3,0,0
"1278",35,"F","African-American","25 - 45","Medium","Male",13,-1,5,0,0
"1279",52,"F","African-American","Greater than 45","Low","Male",2,-5,1,0,0
"1280",21,"M","Caucasian","Less than 25","High","Male",0,-1,9,1,1
"1281",53,"M","Caucasian","Greater than 45","Low","Male",1,-2,1,0,0
"1282",22,"M","African-American","Less than 25","High","Male",0,-1,8,0,0
"1283",45,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,0
"1284",27,"F","Caucasian","25 - 45","Low","Female",0,-1,2,0,0
"1285",25,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"1286",28,"F","Caucasian","25 - 45","Low","Male",3,-1,2,0,0
"1287",36,"M","African-American","25 - 45","Low","Male",3,-1,2,1,1
"1288",42,"F","African-American","25 - 45","Low","Male",1,0,1,0,0
"1289",33,"F","Caucasian","25 - 45","Low","Female",2,-29,1,0,0
"1290",42,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"1291",28,"M","African-American","25 - 45","Low","Female",0,0,2,0,0
"1292",27,"F","African-American","25 - 45","High","Male",25,18,9,1,1
"1293",21,"F","Caucasian","Less than 25","Medium","Female",0,-1,7,0,0
"1294",36,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1295",28,"M","Caucasian","25 - 45","Low","Male",1,-25,4,0,0
"1296",34,"F","African-American","25 - 45","Low","Male",3,-1,2,0,0
"1297",25,"F","African-American","25 - 45","Low","Female",1,-1,3,0,0
"1298",21,"M","African-American","Less than 25","High","Male",1,0,8,1,0
"1299",48,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,0
"1300",37,"M","Caucasian","25 - 45","Low","Male",1,-1,3,0,0
"1301",37,"M","Caucasian","25 - 45","Low","Male",1,-1,1,1,1
"1302",39,"F","Caucasian","25 - 45","Low","Male",1,-3,4,0,0
"1303",49,"F","Other","Greater than 45","Low","Male",2,-1,1,0,0
"1304",43,"F","Caucasian","25 - 45","Medium","Male",5,-1,6,0,0
"1305",53,"M","African-American","Greater than 45","Low","Male",1,-1,2,0,0
"1306",39,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1307",36,"F","Caucasian","25 - 45","Low","Male",2,-4,1,0,0
"1308",24,"F","African-American","Less than 25","Medium","Female",1,-1,5,0,0
"1309",35,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,0
"1310",23,"F","African-American","Less than 25","Medium","Male",3,0,5,0,0
"1311",26,"F","African-American","25 - 45","Low","Male",2,-1,3,0,0
"1312",30,"F","African-American","25 - 45","Medium","Female",14,0,7,1,1
"1313",25,"M","Caucasian","25 - 45","Medium","Male",2,0,6,0,0
"1314",26,"M","African-American","25 - 45","Low","Male",2,-29,4,0,0
"1315",60,"F","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0
"1316",20,"F","African-American","Less than 25","Medium","Female",0,-1,7,0,0
"1317",23,"F","Caucasian","Less than 25","Low","Male",0,0,4,0,0
"1318",26,"F","African-American","25 - 45","Medium","Male",5,-1,6,1,1
"1319",40,"M","Caucasian","25 - 45","Low","Male",4,0,1,0,0
"1320",28,"F","Other","25 - 45","Low","Male",1,-1,3,1,1
"1321",53,"F","Caucasian","Greater than 45","Low","Male",1,-12,1,0,0
"1322",24,"F","African-American","Less than 25","Low","Female",0,-1,3,0,0
"1323",31,"F","Hispanic","25 - 45","Low","Male",0,-5,1,0,0
"1324",33,"F","Caucasian","25 - 45","Low","Female",2,-1,2,0,0
"1325",26,"F","Caucasian","25 - 45","Medium","Male",8,-1,7,1,1
"1326",32,"F","Caucasian","25 - 45","Low","Male",2,-1,2,0,0
"1327",25,"F","Caucasian","25 - 45","Low","Male",0,0,3,1,1
"1328",21,"F","African-American","Less than 25","Medium","Male",1,-1,5,0,0
"1329",38,"F","African-American","25 - 45","Medium","Male",3,0,6,0,0
"1330",23,"F","Caucasian","Less than 25","Low","Male",0,-4,3,1,0
"1331",20,"F","Caucasian","Less than 25","Medium","Male",0,-1,7,1,1
"1332",24,"F","African-American","Less than 25","Low","Male",1,-1,3,1,1
"1333",23,"F","Hispanic","Less than 25","Low","Male",0,0,3,0,0
"1334",49,"F","African-American","Greater than 45","Low","Male",3,-1,1,0,0
"1335",28,"M","Caucasian","25 - 45","Low","Male",0,0,2,0,0
"1336",67,"F","Caucasian","Greater than 45","Low","Male",3,-1,1,0,0
"1337",33,"F","Hispanic","25 - 45","Low","Male",0,0,1,0,0
"1338",52,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"1339",22,"F","Caucasian","Less than 25","High","Male",1,-1,9,0,0
"1340",40,"M","Caucasian","25 - 45","Low","Male",0,-1,1,1,1
"1341",30,"M","Caucasian","25 - 45","Medium","Male",1,0,6,1,1
"1342",42,"F","African-American","25 - 45","Low","Male",1,-1,1,0,0
"1343",46,"F","Caucasian","Greater than 45","Low","Male",4,-5,1,0,0
"1344",38,"F","African-American","25 - 45","Low","Male",4,0,2,0,0
"1345",26,"M","Caucasian","25 - 45","Low","Male",0,-1,4,0,0
"1346",27,"F","Hispanic","25 - 45","Low","Male",2,-10,2,0,0
"1347",61,"F","Caucasian","Greater than 45","Low","Male",1,0,2,0,0
"1348",57,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1349",24,"M","Caucasian","Less than 25","Low","Male",3,-1,4,1,1
"1350",34,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0
"1351",27,"F","Hispanic","25 - 45","Low","Male",1,-1,3,0,0
"1352",35,"M","African-American","25 - 45","Low","Male",10,0,3,1,1
"1353",44,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0
"1354",61,"F","Caucasian","Greater than 45","Medium","Male",10,-1,5,0,0
"1355",42,"M","African-American","25 - 45","Low","Male",4,0,1,0,0
"1356",53,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"1357",26,"M","African-American","25 - 45","High","Male",3,-1,9,1,0
"1358",50,"F","Caucasian","Greater than 45","Low","Male",0,-1,2,0,0
"1359",44,"M","Caucasian","25 - 45","Low","Male",16,-1,3,0,0
"1360",24,"F","African-American","Less than 25","Medium","Male",4,-1,6,1,1
"1361",50,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1362",36,"M","Caucasian","25 - 45","Low","Female",0,0,1,0,0
"1363",39,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"1364",54,"F","African-American","Greater than 45","Low","Female",7,-1,1,0,0
"1365",29,"M","African-American","25 - 45","Low","Male",0,0,2,0,0
"1366",26,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"1367",34,"M","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"1368",20,"F","African-American","Less than 25","Medium","Male",0,-1,6,0,0
"1369",26,"F","African-American","25 - 45","Medium","Male",4,0,6,1,1
"1370",26,"F","African-American","25 - 45","Low","Male",0,-1,3,0,0
"1371",55,"F","African-American","Greater than 45","Low","Male",1,-1,1,0,0
"1372",22,"M","African-American","Less than 25","Medium","Male",0,-1,7,0,0
"1373",26,"M","African-American","25 - 45","Low","Female",0,-1,3,0,0
"1374",56,"M","Other","Greater than 45","Low","Male",0,0,1,0,0
"1375",46,"F","Other","Greater than 45","Low","Male",2,-1,4,0,0
"1376",28,"F","African-American","25 - 45","High","Male",4,-1,9,0,0
"1377",33,"F","African-American","25 - 45","Medium","Male",8,-1,5,1,0
"1378",31,"M","African-American","25 - 45","Low","Female",0,-1,2,0,0
"1379",26,"M","African-American","25 - 45","Low","Male",1,0,4,0,0
"1380",34,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1381",33,"F","Other","25 - 45","Low","Male",0,-1,1,0,0
"1382",32,"F","African-American","25 - 45","Low","Female",0,-1,1,0,0
"1383",37,"F","African-American","25 - 45","High","Male",9,0,9,1,1
"1384",50,"F","African-American","Greater than 45","Medium","Male",1,-22,5,0,0
"1385",35,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0
"1386",52,"F","African-American","Greater than 45","Medium","Female",8,-1,7,0,0
"1387",26,"F","African-American","25 - 45","Medium","Male",5,-1,7,1,1
"1388",19,"M","Other","Less than 25","High","Male",0,-1,9,1,1
"1389",24,"M","African-American","Less than 25","Low","Male",0,0,3,0,0
"1390",21,"F","African-American","Less than 25","High","Male",1,-1,8,1,0
"1391",54,"M","Caucasian","Greater than 45","Low","Male",0,-1,2,0,0
"1392",49,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1393",42,"F","Caucasian","25 - 45","Low","Male",1,0,1,0,0
"1394",74,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1395",38,"F","Hispanic","25 - 45","Low","Female",0,0,1,0,0
"1396",39,"F","African-American","25 - 45","Low","Female",1,-1,1,0,0
"1397",39,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"1398",38,"F","African-American","25 - 45","Low","Female",0,-1,1,0,0
"1399",53,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"1400",23,"F","African-American","Less than 25","High","Male",2,-1,9,0,0
"1401",64,"F","Caucasian","Greater than 45","Low","Female",1,-1,1,0,0
"1402",41,"F","Hispanic","25 - 45","Low","Female",0,0,1,0,0
"1403",53,"M","Other","Greater than 45","Low","Male",0,0,1,0,0
"1404",34,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0
"1405",26,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0
"1406",44,"F","Caucasian","25 - 45","Low","Male",4,-1,3,0,0
"1407",27,"F","Caucasian","25 - 45","Low","Female",0,0,2,0,0
"1408",28,"F","Caucasian","25 - 45","Low","Male",14,-1,3,0,0
"1409",55,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"1410",36,"F","African-American","25 - 45","Low","Male",15,-1,1,0,0
"1411",23,"F","African-American","Less than 25","Medium","Male",1,-1,6,0,0
"1412",56,"M","African-American","Greater than 45","Low","Male",1,0,2,0,0
"1413",37,"M","Caucasian","25 - 45","Low","Male",1,-1,4,0,0
"1414",45,"M","African-American","Greater than 45","Low","Male",3,0,2,0,0
"1415",31,"F","African-American","25 - 45","High","Female",14,-1,8,0,0
"1416",42,"F","African-American","25 - 45","Low","Male",7,-1,1,1,1
"1417",36,"M","African-American","25 - 45","Low","Female",1,0,1,0,0
"1418",54,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1419",23,"M","Hispanic","Less than 25","Medium","Male",0,-1,5,0,0
"1420",61,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1421",42,"M","Caucasian","25 - 45","Low","Female",0,-1,1,0,0
"1422",27,"M","African-American","25 - 45","Low","Male",1,-1,3,0,0
"1423",24,"M","Caucasian","Less than 25","Medium","Male",2,-18,5,0,0
"1424",38,"F","Caucasian","25 - 45","Low","Male",0,-7,1,0,0
"1425",21,"M","Caucasian","Less than 25","Medium","Male",1,-1,6,1,0
"1426",39,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1427",29,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,0
"1428",29,"F","Caucasian","25 - 45","Low","Male",1,-2,4,0,0
"1429",44,"F","African-American","25 - 45","Low","Male",7,-1,4,1,0
"1430",27,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0
"1431",27,"F","African-American","25 - 45","High","Male",8,-1,8,1,1
"1432",61,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1433",27,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0
"1434",26,"M","Caucasian","25 - 45","Low","Male",9,0,3,1,1
"1435",25,"F","African-American","25 - 45","Low","Male",2,-23,4,0,0
"1436",23,"M","Other","Less than 25","High","Male",5,-1,9,1,1
"1437",23,"M","African-American","Less than 25","Medium","Male",1,0,6,0,0
"1438",30,"M","Other","25 - 45","Low","Male",3,-1,1,0,0
"1439",45,"F","African-American","Greater than 45","Low","Female",2,-1,1,0,0
"1440",26,"M","African-American","25 - 45","Low","Female",0,-1,2,0,0
"1441",21,"F","Caucasian","Less than 25","Medium","Male",0,-1,7,1,1
"1442",62,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0
"1443",48,"F","Caucasian","Greater than 45","Low","Male",0,-1,2,0,0
"1444",53,"M","African-American","Greater than 45","Low","Male",1,-1,1,0,0
"1445",28,"F","African-American","25 - 45","High","Male",5,-1,10,0,0
"1446",56,"F","Caucasian","Greater than 45","Low","Male",1,0,1,0,0
"1447",35,"F","Hispanic","25 - 45","Low","Male",2,-8,1,0,0
"1448",35,"M","African-American","25 - 45","Medium","Male",4,0,6,0,0
"1449",37,"F","African-American","25 - 45","Low","Female",7,-1,1,0,0
"1450",32,"F","African-American","25 - 45","Low","Female",0,0,1,0,0
"1451",53,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1452",32,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1453",26,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"1454",61,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1455",21,"M","African-American","Less than 25","Medium","Male",0,-1,7,0,0
"1456",69,"M","African-American","Greater than 45","Low","Male",22,-1,4,0,0
"1457",26,"M","African-American","25 - 45","Low","Male",0,0,4,0,0
"1458",30,"F","African-American","25 - 45","Medium","Male",9,-1,7,1,1
"1459",21,"F","Caucasian","Less than 25","Medium","Male",1,-5,5,0,0
"1460",41,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0
"1461",22,"F","Caucasian","Less than 25","Medium","Male",0,-2,5,0,0
"1462",54,"F","Caucasian","Greater than 45","Low","Female",0,0,1,1,1
"1463",50,"M","Caucasian","Greater than 45","Low","Male",2,-1,1,1,1
"1464",37,"F","Other","25 - 45","Low","Male",11,-1,1,0,0
"1465",26,"M","Caucasian","25 - 45","Low","Male",5,0,4,0,0
"1466",59,"M","African-American","Greater than 45","Low","Female",0,-1,1,0,0
"1467",67,"F","Hispanic","Greater than 45","Low","Male",0,-3,1,0,0
"1468",45,"F","Hispanic","Greater than 45","Low","Male",8,-1,3,0,0
"1469",22,"F","African-American","Less than 25","Medium","Male",0,0,6,1,0
"1470",27,"M","Other","25 - 45","Low","Male",0,-1,3,0,0
"1471",37,"F","African-American","25 - 45","Low","Female",13,-1,3,1,0
"1472",45,"M","Caucasian","Greater than 45","Low","Male",2,-1,1,0,0
"1473",52,"F","African-American","Greater than 45","Low","Male",7,-1,1,1,0
"1474",21,"F","African-American","Less than 25","High","Female",0,-1,8,0,0
"1475",33,"F","Caucasian","25 - 45","Medium","Male",3,-1,6,0,0
"1476",26,"F","African-American","25 - 45","High","Male",3,-1,9,1,1
"1477",37,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1478",40,"F","Other","25 - 45","Low","Male",1,0,1,0,0
"1479",21,"F","African-American","Less than 25","Medium","Male",1,-2,7,0,0
"1480",37,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1481",44,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1482",30,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0
"1483",40,"F","Hispanic","25 - 45","Low","Male",0,0,1,0,0
"1484",49,"F","Caucasian","Greater than 45","Low","Male",1,-22,1,0,0
"1485",67,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0
"1486",31,"M","Caucasian","25 - 45","Low","Male",6,-1,3,0,0
"1487",30,"F","African-American","25 - 45","Low","Male",7,-1,3,0,0
"1488",28,"M","Caucasian","25 - 45","Low","Male",1,-1,2,0,0
"1489",55,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0
"1490",42,"M","Caucasian","25 - 45","Low","Male",0,-1,1,0,0
"1491",43,"M","African-American","25 - 45","Low","Male",4,0,4,1,1
"1492",44,"F","African-American","25 - 45","Low","Male",0,0,1,0,0
"1493",29,"M","Hispanic","25 - 45","Low","Male",0,-1,2,0,0
"1494",31,"M","Hispanic","25 - 45","Low","Male",0,-3,2,0,0
"1495",41,"F","African-American","25 - 45","Low","Male",1,-1,1,0,0
"1496",29,"M","African-American","25 - 45","Low","Male",0,-1,3,0,0
"1497",26,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,0
"1498",27,"F","African-American","25 - 45","Low","Female",1,0,3,0,0
"1499",35,"M","Caucasian","25 - 45","Low","Male",4,-1,3,0,0
"1500",54,"F","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0
"1501",20,"F","African-American","Less than 25","Medium","Male",0,-1,6,0,0
"1502",27,"F","Caucasian","25 - 45","Medium","Male",0,-3,5,0,0
"1503",21,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,0
"1504",54,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0
"1505",39,"F","African-American","25 - 45","Low","Male",1,-6,1,0,0
"1506",33,"M","Caucasian","25 - 45","Low","Female",0,-2,1,0,0
"1507",35,"M","African-American","25 - 45","Low","Female",0,-1,2,0,0
"1508",53,"M","African-American","Greater than 45","Low","Male",0,-3,1,0,0
"1509",28,"M","Caucasian","25 - 45","Low","Male",2,-1,3,0,0
"1510",26,"F","African-American","25 - 45","Low","Male",0,-1,4,0,0
"1511",31,"F","African-American","25 - 45","Medium","Male",3,0,5,0,0
"1512",33,"M","Hispanic","25 - 45","Low","Male",1,0,2,0,0
"1513",28,"F","African-American","25 - 45","Medium","Male",1,0,7,0,0
"1514",23,"F","Caucasian","Less than 25","Low","Male",4,0,4,1,1
"1515",36,"F","African-American","25 - 45","Medium","Male",6,-1,5,0,0
